Date,Jour Mois,Jour Semaine,Price,Fear and Greed
05.02.2018,5,lun.,"8699,8",11
06.02.2018,6,mar.,"8559,6",8
07.02.2018,7,mer.,"8081,9",36
08.02.2018,8,jeu.,"8903,5",30
09.02.2018,9,ven.,"8539,2",44
10.02.2018,10,sam.,"9476,3",54
11.02.2018,11,dim.,"10037,30",31
12.02.2018,12,lun.,"10178,70",42
13.02.2018,13,mar.,"11073,50",35
14.02.2018,14,mer.,"10398,80",55
15.02.2018,15,jeu.,"11169,40",71
16.02.2018,16,ven.,"11238,70",67
17.02.2018,17,sam.,"10473,00",74
18.02.2018,18,dim.,"9841,7",63
19.02.2018,19,lun.,"10170,40",67
20.02.2018,20,mar.,"9704,3",74
21.02.2018,21,mer.,"9585,2",54
22.02.2018,22,jeu.,"10285,10",44
23.02.2018,23,ven.,"10594,40",39
24.02.2018,24,sam.,"10333,90",31
25.02.2018,25,dim.,"10904,50",33
26.02.2018,26,lun.,"10827,70",37
27.02.2018,27,mar.,"11402,30",44
28.02.2018,28,mer.,"11416,50",41
01.03.2018,1,jeu.,"11330,60",38
02.03.2018,2,ven.,"10675,10",47
03.03.2018,3,sam.,"9902,9",56
04.03.2018,4,dim.,"9300,00",44
05.03.2018,5,lun.,"9217,00",55
06.03.2018,6,mar.,"8762,00",59
07.03.2018,7,mer.,"9529,6",37
08.03.2018,8,jeu.,"9137,4",39
09.03.2018,9,ven.,"9154,9",37
10.03.2018,10,sam.,"8210,6",39
11.03.2018,11,dim.,"8264,4",40
12.03.2018,12,lun.,"8289,2",41
13.03.2018,13,mar.,"7874,9",41
14.03.2018,14,mer.,"8201,2",40
15.03.2018,15,jeu.,"8616,8",32
16.03.2018,16,ven.,"8912,6",33
17.03.2018,17,sam.,"8905,9",31
18.03.2018,18,dim.,"8726,2",29
19.03.2018,19,lun.,"8916,8",29
20.03.2018,20,mar.,"8547,4",37
21.03.2018,21,mer.,"8473,2",36
22.03.2018,22,jeu.,"8143,5",36
23.03.2018,23,ven.,"7801,7",28
24.03.2018,24,sam.,"7954,9",32
25.03.2018,25,dim.,"7129,2",30
26.03.2018,26,lun.,"6853,7",31
27.03.2018,27,mar.,"6938,2",24
28.03.2018,28,mer.,"6825,2",24
29.03.2018,29,jeu.,"7068,4",18
30.03.2018,30,ven.,"7424,2",12
31.03.2018,31,sam.,"6808,9",16
01.04.2018,1,dim.,"6782,00",16
02.04.2018,2,lun.,"6624,3",11
03.04.2018,3,mar.,"6905,7",22
04.04.2018,4,mer.,"7030,5",22
05.04.2018,5,jeu.,"6781,9",17
06.04.2018,6,ven.,"6854,8",19
07.04.2018,7,sam.,"6962,1",20
08.04.2018,8,dim.,"7926,6",17
09.04.2018,9,lun.,"7887,4",21
10.04.2018,10,mar.,"8004,4",18
11.04.2018,11,mer.,"8363,6",20
12.04.2018,12,jeu.,"8070,00",18
13.04.2018,13,ven.,"7908,6",23
17.04.2018,17,mar.,"8178,4",26
18.04.2018,18,mer.,"8290,8",24
19.04.2018,19,jeu.,"8867,00",25
20.04.2018,20,ven.,"8923,1",26
21.04.2018,21,sam.,"8806,7",32
22.04.2018,22,dim.,"8952,8",31
23.04.2018,23,lun.,"9645,3",28
24.04.2018,24,mar.,"8873,1",29
25.04.2018,25,mer.,"9287,00",64
26.04.2018,26,jeu.,"8940,9",47
27.04.2018,27,ven.,"9352,4",55
28.04.2018,28,sam.,"9415,1",54
29.04.2018,29,dim.,"9245,1",61
30.04.2018,30,lun.,"9074,9",59
01.05.2018,1,mar.,"9243,2",56
02.05.2018,2,mer.,"9749,7",52
03.05.2018,3,jeu.,"9708,6",55
04.05.2018,4,ven.,"9853,5",56
05.05.2018,5,sam.,"9656,4",63
06.05.2018,6,dim.,"9431,6",67
07.05.2018,7,lun.,"9196,4",56
08.05.2018,8,mar.,"9319,1",62
09.05.2018,9,mer.,"9025,7",53
10.05.2018,10,jeu.,"8408,3",63
11.05.2018,11,ven.,"8459,5",41
12.05.2018,12,sam.,"8693,5",44
13.05.2018,13,dim.,"8674,1",40
14.05.2018,14,lun.,"8477,00",40
15.05.2018,15,mar.,"8344,4",40
16.05.2018,16,mer.,"8063,00",32
17.05.2018,17,jeu.,"8245,7",31
18.05.2018,18,ven.,"8245,1",37
19.05.2018,19,sam.,"8529,00",31
20.05.2018,20,dim.,"8403,3",32
21.05.2018,21,lun.,"8006,00",41
22.05.2018,22,mar.,"7512,3",30
23.05.2018,23,mer.,"7592,9",26
24.05.2018,24,jeu.,"7477,7",27
25.05.2018,25,ven.,"7361,3",25
26.05.2018,26,sam.,"7366,7",23
27.05.2018,27,dim.,"7119,3",19
28.05.2018,28,lun.,"7467,7",22
29.05.2018,29,mar.,"7400,1",16
30.05.2018,30,mer.,"7502,6",38
31.05.2018,31,jeu.,"7530,8",25
01.06.2018,1,ven.,"7646,6",24
02.06.2018,2,sam.,"7729,3",27
03.06.2018,3,dim.,"7504,3",40
04.06.2018,4,lun.,"7631,5",41
05.06.2018,5,mar.,"7661,00",26
06.06.2018,6,mer.,"7697,8",42
07.06.2018,7,jeu.,"7622,1",38
08.06.2018,8,ven.,"7515,8",40
09.06.2018,9,sam.,"6775,1",39
10.06.2018,10,dim.,"6885,9",24
11.06.2018,11,lun.,"6558,2",15
12.06.2018,12,mar.,"6312,3",19
13.06.2018,13,mer.,"6647,1",19
14.06.2018,14,jeu.,"6410,3",17
15.06.2018,15,ven.,"6505,8",26
16.06.2018,16,sam.,"6460,3",22
17.06.2018,17,dim.,"6719,8",23
18.06.2018,18,lun.,"6752,4",27
19.06.2018,19,mar.,"6765,4",32
20.06.2018,20,mer.,"6728,00",34
21.06.2018,21,jeu.,"6055,7",37
22.06.2018,22,ven.,"6167,3",28
23.06.2018,23,sam.,"6154,6",17
24.06.2018,24,dim.,"6256,6",15
25.06.2018,25,lun.,"6082,1",16
26.06.2018,26,mar.,"6154,9",21
27.06.2018,27,mer.,"5883,5",18
28.06.2018,28,jeu.,"6213,3",20
29.06.2018,29,ven.,"6398,9",16
30.06.2018,30,sam.,"6366,8",22
01.07.2018,1,dim.,"6619,5",27
02.07.2018,2,lun.,"6513,5",27
03.07.2018,3,mar.,"6598,4",31
04.07.2018,4,mer.,"6546,5",33
05.07.2018,5,jeu.,"6617,7",37
06.07.2018,6,ven.,"6765,5",34
07.07.2018,7,sam.,"6714,8",34
08.07.2018,8,dim.,"6667,1",38
09.07.2018,9,lun.,"6307,2",39
10.07.2018,10,mar.,"6389,1",37
11.07.2018,11,mer.,"6250,6",29
12.07.2018,12,jeu.,"6230,2",33
13.07.2018,13,ven.,"6254,8",29
14.07.2018,14,sam.,"6362,9",29
15.07.2018,15,dim.,"6729,9",32
16.07.2018,16,lun.,"7322,00",36
17.07.2018,17,mar.,"7383,6",39
18.07.2018,18,mer.,"7477,5",42
19.07.2018,19,jeu.,"7339,4",44
20.07.2018,20,ven.,"7408,7",47
21.07.2018,21,sam.,"7412,3",43
22.07.2018,22,dim.,"7723,00",46
23.07.2018,23,lun.,"8407,00",44
24.07.2018,24,mar.,"8173,7",49
25.07.2018,25,mer.,"7937,00",54
26.07.2018,26,jeu.,"8187,4",53
27.07.2018,27,ven.,"8234,1",47
28.07.2018,28,sam.,"8215,6",54
29.07.2018,29,dim.,"8177,1",54
30.07.2018,30,lun.,"7729,4",53
31.07.2018,31,mar.,"7606,4",48
01.08.2018,1,mer.,"7535,6",39
02.08.2018,2,jeu.,"7419,00",39
03.08.2018,3,ven.,"7014,3",36
04.08.2018,4,sam.,"7027,1",31
05.08.2018,5,dim.,"6943,6",23
06.08.2018,6,lun.,"6724,9",25
07.08.2018,7,mar.,"6283,6",25
08.08.2018,8,mer.,"6538,8",23
09.08.2018,9,jeu.,"6152,3",19
10.08.2018,10,ven.,"6231,6",21
11.08.2018,11,sam.,"6313,00",18
12.08.2018,12,dim.,"6255,3",18
13.08.2018,13,lun.,"6190,2",21
14.08.2018,14,mar.,"6256,9",16
15.08.2018,15,mer.,"6306,7",18
16.08.2018,16,jeu.,"6581,7",21
17.08.2018,17,ven.,"6379,1",19
18.08.2018,18,sam.,"6481,5",24
19.08.2018,19,dim.,"6268,1",27
20.08.2018,20,lun.,"6482,2",26
21.08.2018,21,mar.,"6359,6",19
22.08.2018,22,mer.,"6521,2",21
23.08.2018,23,jeu.,"6680,4",18
24.08.2018,24,ven.,"6734,8",19
25.08.2018,25,sam.,"6712,7",22
26.08.2018,26,dim.,"6897,6",19
27.08.2018,27,lun.,"7074,6",18
28.08.2018,28,mar.,"7029,1",19
29.08.2018,29,mer.,"6993,7",19
30.08.2018,30,jeu.,"7033,8",22
31.08.2018,31,ven.,"7189,6",17
01.09.2018,1,sam.,"7293,9",21
02.09.2018,2,dim.,"7264,2",18
03.09.2018,3,lun.,"7377,5",19
04.09.2018,4,mar.,"6706,8",26
05.09.2018,5,mer.,"6514,00",17
06.09.2018,6,jeu.,"6390,9",14
07.09.2018,7,ven.,"6184,3",17
08.09.2018,8,sam.,"6238,5",18
09.09.2018,9,dim.,"6321,00",13
10.09.2018,10,lun.,"6293,9",15
11.09.2018,11,mar.,"6338,00",18
12.09.2018,12,mer.,"6482,9",14
13.09.2018,13,jeu.,"6483,7",20
14.09.2018,14,ven.,"6519,00",23
15.09.2018,15,sam.,"6500,2",24
16.09.2018,16,dim.,"6251,9",28
17.09.2018,17,lun.,"6342,00",25
18.09.2018,18,mar.,"6390,4",21
19.09.2018,19,mer.,"6489,2",24
20.09.2018,20,jeu.,"6766,7",24
21.09.2018,21,ven.,"6729,6",31
22.09.2018,22,sam.,"6704,1",35
23.09.2018,23,dim.,"6584,1",38
24.09.2018,24,lun.,"6445,1",43
25.09.2018,25,mar.,"6468,1",37
26.09.2018,26,mer.,"6689,2",37
27.09.2018,27,jeu.,"6636,00",42
28.09.2018,28,ven.,"6603,9",42
29.09.2018,29,sam.,"6635,2",37
30.09.2018,30,dim.,"6608,2",34
01.10.2018,1,lun.,"6549,9",35
02.10.2018,2,mar.,"6507,8",33
03.10.2018,3,mer.,"6584,2",36
04.10.2018,4,jeu.,"6639,1",29
05.10.2018,5,ven.,"6596,3",37
06.10.2018,6,sam.,"6611,00",34
07.10.2018,7,dim.,"6669,6",29
08.10.2018,8,lun.,"6650,8",26
09.10.2018,9,mar.,"6618,00",31
10.10.2018,10,mer.,"6239,1",28
11.10.2018,11,jeu.,"6291,3",19
12.10.2018,12,ven.,"6321,7",13
13.10.2018,13,sam.,"6326,8",15
14.10.2018,14,dim.,"6699,8",18
15.10.2018,15,lun.,"6705,3",20
16.10.2018,16,mar.,"6686,6",24
17.10.2018,17,mer.,"6574,1",23
18.10.2018,18,jeu.,"6512,00",26
19.10.2018,19,ven.,"6572,2",24
20.10.2018,20,sam.,"6583,00",21
21.10.2018,21,dim.,"6555,8",21
22.10.2018,22,lun.,"6528,7",27
23.10.2018,23,mar.,"6530,7",24
24.10.2018,24,mer.,"6507,00",23
25.10.2018,25,jeu.,"6510,00",25
26.10.2018,26,ven.,"6494,2",29
27.10.2018,27,sam.,"6486,1",33
28.10.2018,28,dim.,"6335,00",35
29.10.2018,29,lun.,"6325,7",34
30.10.2018,30,mar.,"6365,9",31
31.10.2018,31,mer.,"6400,5",32
01.11.2018,1,jeu.,"6424,7",29
02.11.2018,2,ven.,"6386,2",36
03.11.2018,3,sam.,"6478,2",36
04.11.2018,4,dim.,"6459,7",41
05.11.2018,5,lun.,"6502,8",42
06.11.2018,6,mar.,"6565,3",42
07.11.2018,7,mer.,"6474,00",48
08.11.2018,8,jeu.,"6412,00",51
09.11.2018,9,ven.,"6427,1",47
10.11.2018,10,sam.,"6446,1",52
11.11.2018,11,dim.,"6435,00",54
12.11.2018,12,lun.,"6429,2",52
13.11.2018,13,mar.,"5842,4",56
14.11.2018,14,mer.,"5718,9",49
15.11.2018,15,jeu.,"5636,2",28
16.11.2018,16,ven.,"5621,8",23
17.11.2018,17,sam.,"5658,3",24
18.11.2018,18,dim.,"4883,8",26
19.11.2018,19,lun.,"4524,6",28
20.11.2018,20,mar.,"4638,7",21
21.11.2018,21,mer.,"4356,00",15
22.11.2018,22,jeu.,"4398,00",14
23.11.2018,23,ven.,"3920,4",12
24.11.2018,24,sam.,"4062,2",15
25.11.2018,25,dim.,"3837,00",9
26.11.2018,26,lun.,"3866,5",17
27.11.2018,27,mar.,"4265,4",11
28.11.2018,28,mer.,"4296,5",14
29.11.2018,29,jeu.,"4039,7",18
30.11.2018,30,ven.,"4196,2",19
01.12.2018,1,sam.,"4160,4",13
02.12.2018,2,dim.,"3897,8",15
03.12.2018,3,lun.,"3958,5",17
04.12.2018,4,mar.,"3771,6",12
05.12.2018,5,mer.,"3508,6",19
06.12.2018,6,jeu.,"3422,2",13
07.12.2018,7,ven.,"3430,4",11
08.12.2018,8,sam.,"3567,5",11
09.12.2018,9,dim.,"3460,5",14
10.12.2018,10,lun.,"3407,7",19
11.12.2018,11,mar.,"3466,1",15
12.12.2018,12,mer.,"3315,3",14
13.12.2018,13,jeu.,"3247,8",14
14.12.2018,14,ven.,"3228,7",10
15.12.2018,15,sam.,"3247,9",11
16.12.2018,16,dim.,"3526,1",13
17.12.2018,17,lun.,"3668,00",17
18.12.2018,18,mar.,"3687,1",23
19.12.2018,19,mer.,"4076,00",21
20.12.2018,20,jeu.,"3850,9",27
21.12.2018,21,ven.,"3964,4",35
22.12.2018,22,sam.,"3944,4",28
23.12.2018,23,dim.,"4026,1",31
24.12.2018,24,lun.,"3762,5",25
25.12.2018,25,mar.,"3793,7",33
26.12.2018,26,mer.,"3586,9",26
27.12.2018,27,jeu.,"3861,6",29
28.12.2018,28,ven.,"3706,8",21
29.12.2018,29,sam.,"3815,00",24
30.12.2018,30,dim.,"3709,4",23
31.12.2018,31,lun.,"3809,4",26
01.01.2019,1,mar.,"3873,8",24
02.01.2019,2,mer.,"3780,1",30
03.01.2019,3,jeu.,"3802,7",33
04.01.2019,4,ven.,"3785,4",48
05.01.2019,5,sam.,"4004,1",36
06.01.2019,6,dim.,"3985,9",31
07.01.2019,7,lun.,"3971,00",39
08.01.2019,8,mar.,"3978,00",39
09.01.2019,9,mer.,"3603,7",42
10.01.2019,10,jeu.,"3616,5",37
11.01.2019,11,ven.,"3597,2",19
12.01.2019,12,sam.,"3490,2",22
13.01.2019,13,dim.,"3638,1",21
14.01.2019,14,lun.,"3571,3",16
15.01.2019,15,mar.,"3588,00",27
16.01.2019,16,mer.,"3626,4",24
17.01.2019,17,jeu.,"3605,6",28
18.01.2019,18,ven.,"3677,8",29
19.01.2019,19,sam.,"3542,3",31
20.01.2019,20,dim.,"3536,7",35
21.01.2019,21,lun.,"3580,1",30
22.01.2019,22,mar.,"3561,5",27
23.01.2019,23,mer.,"3574,3",33
24.01.2019,24,jeu.,"3572,00",37
25.01.2019,25,ven.,"3570,9",35
26.01.2019,26,sam.,"3555,6",41
27.01.2019,27,dim.,"3442,8",39
28.01.2019,28,lun.,"3414,8",35
29.01.2019,29,mar.,"3460,00",21
30.01.2019,30,mer.,"3437,2",22
31.01.2019,31,jeu.,"3467,9",17
01.02.2019,1,ven.,"3502,5",23
02.02.2019,2,sam.,"3459,1",22
03.02.2019,3,dim.,"3462,8",19
04.02.2019,4,lun.,"3468,4",27
05.02.2019,5,mar.,"3404,3",21
06.02.2019,6,mer.,"3397,7",14
07.02.2019,7,jeu.,"3661,7",18
08.02.2019,8,ven.,"3661,4",37
09.02.2019,9,sam.,"3679,00",42
10.02.2019,10,dim.,"3631,8",40
11.02.2019,11,lun.,"3632,00",46
12.02.2019,12,mar.,"3611,5",38
13.02.2019,13,mer.,"3592,6",48
14.02.2019,14,jeu.,"3604,7",48
15.02.2019,15,ven.,"3616,8",43
16.02.2019,16,sam.,"3664,2",43
17.02.2019,17,dim.,"3896,00",38
18.02.2019,18,lun.,"3914,3",63
19.02.2019,19,mar.,"3972,4",65
20.02.2019,20,mer.,"3936,6",59
21.02.2019,21,jeu.,"3965,2",59
22.02.2019,22,ven.,"4120,4",61
23.02.2019,23,sam.,"3755,2",63
24.02.2019,24,dim.,"3833,7",69
25.02.2019,25,lun.,"3810,3",47
26.02.2019,26,mar.,"3814,6",40
27.02.2019,27,mer.,"3816,6",39
28.02.2019,28,jeu.,"3821,9",39
01.03.2019,1,ven.,"3823,1",42
02.03.2019,2,sam.,"3809,5",41
03.03.2019,3,dim.,"3715,9",44
04.03.2019,4,lun.,"3857,2",36
05.03.2019,5,mar.,"3863,00",35
06.03.2019,6,mer.,"3875,1",42
07.03.2019,7,jeu.,"3865,9",56
08.03.2019,8,ven.,"3944,3",54
09.03.2019,9,sam.,"3915,2",55
10.03.2019,10,dim.,"3870,3",55
11.03.2019,11,lun.,"3886,00",56
12.03.2019,12,mar.,"3865,1",56
13.03.2019,13,mer.,"3879,00",54
14.03.2019,14,jeu.,"3924,3",55
15.03.2019,15,ven.,"4006,4",55
16.03.2019,16,sam.,"3981,5",54
17.03.2019,17,dim.,"3990,2",58
18.03.2019,18,lun.,"4017,00",56
19.03.2019,19,mar.,"4041,2",56
20.03.2019,20,mer.,"3982,2",55
21.03.2019,21,jeu.,"3990,4",62
22.03.2019,22,ven.,"4002,5",56
23.03.2019,23,sam.,"3994,7",50
24.03.2019,24,dim.,"3937,00",44
25.03.2019,25,lun.,"3942,8",46
26.03.2019,26,mar.,"4041,7",43
27.03.2019,27,mer.,"4025,6",44
28.03.2019,28,jeu.,"4102,2",49
29.03.2019,29,ven.,"4111,8",50
30.03.2019,30,sam.,"4102,3",57
31.03.2019,31,dim.,"4145,1",56
01.04.2019,1,lun.,"4859,3",62
02.04.2019,2,mar.,"4968,7",60
03.04.2019,3,mer.,"4902,4",71
04.04.2019,4,jeu.,"5010,2",61
05.04.2019,5,ven.,"5046,2",59
06.04.2019,6,sam.,"5173,6",65
07.04.2019,7,dim.,"5245,2",69
08.04.2019,8,lun.,"5158,4",65
09.04.2019,9,mar.,"5307,8",64
10.04.2019,10,mer.,"5022,6",62
11.04.2019,11,jeu.,"5054,2",65
12.04.2019,12,ven.,"5051,8",42
13.04.2019,13,sam.,"5134,8",62
14.04.2019,14,dim.,"5032,3",51
15.04.2019,15,lun.,"5180,9",60
16.04.2019,16,mar.,"5208,3",50
17.04.2019,17,mer.,"5264,7",61
18.04.2019,18,jeu.,"5241,00",64
19.04.2019,19,ven.,"5290,2",61
20.04.2019,20,sam.,"5243,5",62
21.04.2019,21,dim.,"5346,7",62
22.04.2019,22,lun.,"5511,6",61
23.04.2019,23,mar.,"5415,6",68
24.04.2019,24,mer.,"5209,1",65
25.04.2019,25,jeu.,"5298,3",58
26.04.2019,26,ven.,"5265,9",41
27.04.2019,27,sam.,"5302,3",42
28.04.2019,28,dim.,"5235,00",40
29.04.2019,29,lun.,"5320,8",42
30.04.2019,30,mar.,"5384,2",42
01.05.2019,1,mer.,"5493,8",51
02.05.2019,2,jeu.,"5766,8",50
03.05.2019,3,ven.,"5830,9",63
04.05.2019,4,sam.,"5774,9",66
05.05.2019,5,dim.,"5745,1",67
06.05.2019,6,lun.,"5849,5",57
07.05.2019,7,mar.,"5990,3",69
08.05.2019,8,mer.,"6191,5",63
09.05.2019,9,jeu.,"6386,00",69
10.05.2019,10,ven.,"7190,3",71
11.05.2019,11,sam.,"6984,8",76
12.05.2019,12,dim.,"7806,00",75
13.05.2019,13,lun.,"7994,6",78
14.05.2019,14,mar.,"8164,6",78
15.05.2019,15,mer.,"7871,8",77
16.05.2019,16,jeu.,"7359,5",75
17.05.2019,17,ven.,"7262,6",65
18.05.2019,18,sam.,"8157,2",67
19.05.2019,19,dim.,"7965,3",70
20.05.2019,20,lun.,"7930,3",73
21.05.2019,21,mar.,"7635,7",68
22.05.2019,22,mer.,"7852,1",69
23.05.2019,23,jeu.,"7970,1",65
24.05.2019,24,ven.,"8027,4",64
25.05.2019,25,sam.,"8630,2",69
26.05.2019,26,dim.,"8760,1",67
27.05.2019,27,lun.,"8716,3",70
28.05.2019,28,mar.,"8647,8",71
29.05.2019,29,mer.,"8271,9",71
30.05.2019,30,jeu.,"8558,3",73
31.05.2019,31,ven.,"8545,7",61
01.06.2019,1,sam.,"8728,6",62
02.06.2019,2,dim.,"8124,8",63
03.06.2019,3,lun.,"7685,5",66
04.06.2019,4,mar.,"7779,1",42
05.06.2019,5,mer.,"7784,9",27
06.06.2019,6,jeu.,"7985,2",34
07.06.2019,7,ven.,"7901,4",27
08.06.2019,8,sam.,"7635,00",62
09.06.2019,9,dim.,"7987,8",62
10.06.2019,10,lun.,"7888,00",46
11.06.2019,11,mar.,"8133,1",61
12.06.2019,12,mer.,"8219,00",60
13.06.2019,13,jeu.,"8656,1",63
14.06.2019,14,ven.,"8812,5",67
15.06.2019,15,sam.,"8962,5",75
16.06.2019,16,dim.,"9318,8",80
17.06.2019,17,lun.,"9080,6",84
18.06.2019,18,mar.,"9255,4",83
19.06.2019,19,mer.,"9517,00",82
20.06.2019,20,jeu.,"10179,30",81
21.06.2019,21,ven.,"10721,70",84
22.06.2019,22,sam.,"10897,10",83
23.06.2019,23,dim.,"11046,40",84
24.06.2019,24,lun.,"11809,90",80
25.06.2019,25,mar.,"13063,80",87
26.06.2019,26,mer.,"11287,80",95
27.06.2019,27,jeu.,"12409,10",92
28.06.2019,28,ven.,"11906,50",62
