Date,Jour Mois,Jour Semaine,Price,Fear and Greed
08.02.2023,8,mer.,"21792,50",58
09.02.2023,9,jeu.,"21635,00",55
10.02.2023,10,ven.,"21859,80",48
11.02.2023,11,sam.,"21786,80",49
12.02.2023,12,dim.,"21772,60",50
13.02.2023,13,lun.,"22198,50",48
14.02.2023,14,mar.,"24327,90",50
15.02.2023,15,mer.,"23539,60",53
16.02.2023,16,jeu.,"24573,50",62
17.02.2023,17,ven.,"24631,40",61
18.02.2023,18,sam.,"24302,90",60
19.02.2023,19,dim.,"24839,50",60
20.02.2023,20,lun.,"24450,70",58
21.02.2023,21,mar.,"24186,60",60
22.02.2023,22,mer.,"23936,30",59
23.02.2023,23,jeu.,"23191,50",56
24.02.2023,24,ven.,"23166,10",53
25.02.2023,25,sam.,"23558,70",52
26.02.2023,26,dim.,"23494,10",51
27.02.2023,27,lun.,"23130,50",50
28.02.2023,28,mar.,"23642,20",53
01.03.2023,1,mer.,"23465,40",50
02.03.2023,2,jeu.,"22354,40",51
03.03.2023,3,ven.,"22347,10",50
04.03.2023,4,sam.,"22428,30",50
05.03.2023,5,dim.,"22410,00",47
06.03.2023,6,lun.,"22197,80",48
07.03.2023,7,mar.,"21710,80",49
08.03.2023,8,mer.,"20361,80",50
09.03.2023,9,jeu.,"20156,70",44
10.03.2023,10,ven.,"20467,50",34
11.03.2023,11,sam.,"21994,80",33
12.03.2023,12,dim.,"24114,40",33
13.03.2023,13,lun.,"24699,70",49
14.03.2023,14,mar.,"24282,70",56
15.03.2023,15,mer.,"25004,10",50
16.03.2023,16,jeu.,"27391,80",52
17.03.2023,17,ven.,"26914,50",51
18.03.2023,18,sam.,"27958,70",64
19.03.2023,19,dim.,"27720,50",63
20.03.2023,20,lun.,"28114,00",66
21.03.2023,21,mar.,"27261,70",68
22.03.2023,22,mer.,"28310,70",62
23.03.2023,23,jeu.,"27462,20",57
24.03.2023,24,ven.,"27475,60",61
25.03.2023,25,sam.,"27973,50",64
26.03.2023,26,dim.,"27129,80",64
27.03.2023,27,lun.,"27262,20",64
28.03.2023,28,mar.,"28350,40",59
29.03.2023,29,mer.,"28029,50",57
30.03.2023,30,jeu.,"28473,70",60
31.03.2023,31,ven.,"28456,10",63
01.04.2023,1,sam.,"28198,30",61
02.04.2023,2,dim.,"27802,10",63
03.04.2023,3,lun.,"28164,40",63
04.04.2023,4,mar.,"28173,50",62
05.04.2023,5,mer.,"28036,70",62
06.04.2023,6,jeu.,"27910,40",63
07.04.2023,7,ven.,"27941,20",64
08.04.2023,8,sam.,"28326,60",61
09.04.2023,9,dim.,"29641,00",61
10.04.2023,10,lun.,"30209,60",62
11.04.2023,11,mar.,"29886,40",68
12.04.2023,12,mer.,"30387,40",65
13.04.2023,13,jeu.,"30472,50",61
14.04.2023,14,ven.,"30299,60",68
15.04.2023,15,sam.,"30310,30",68
16.04.2023,16,dim.,"29434,90",68
17.04.2023,17,lun.,"30382,20",69
18.04.2023,18,mar.,"28813,70",58
19.04.2023,19,mer.,"28240,50",63
20.04.2023,20,jeu.,"27264,80",52
21.04.2023,21,ven.,"27813,90",50
22.04.2023,22,sam.,"27591,40",53
23.04.2023,23,dim.,"27509,30",56
24.04.2023,24,lun.,"28298,80",53
25.04.2023,25,mar.,"28424,60",53
26.04.2023,26,mer.,"29475,90",56
27.04.2023,27,jeu.,"29321,80",59
28.04.2023,28,ven.,"29234,10",64
29.04.2023,29,sam.,"29252,10",64
30.04.2023,30,dim.,"28077,60",60
01.05.2023,1,lun.,"28669,10",63
02.05.2023,2,mar.,"29023,60",55
03.05.2023,3,mer.,"28842,10",64
04.05.2023,4,jeu.,"29513,20",64
05.05.2023,5,ven.,"28857,10",61
06.05.2023,6,sam.,"28424,80",60
07.05.2023,7,dim.,"27670,50",64
08.05.2023,8,lun.,"27634,90",60
09.05.2023,9,mar.,"27603,30",51
10.05.2023,10,mer.,"26983,50",52
11.05.2023,11,jeu.,"26799,20",52
12.05.2023,12,ven.,"26777,50",49
13.05.2023,13,sam.,"26920,00",48
14.05.2023,14,dim.,"27183,90",48
15.05.2023,15,lun.,"27035,30",50
16.05.2023,16,mar.,"27403,10",54
17.05.2023,17,mer.,"26828,00",50
18.05.2023,18,jeu.,"26882,90",51
19.05.2023,19,ven.,"27116,20",48
20.05.2023,20,sam.,"26749,90",48
21.05.2023,21,dim.,"26847,30",52
22.05.2023,22,lun.,"27220,70",49
23.05.2023,23,mar.,"26328,40",50
24.05.2023,24,mer.,"26475,80",50
25.05.2023,25,jeu.,"26711,50",51
26.05.2023,26,ven.,"26857,50",49
27.05.2023,27,sam.,"28071,20",48
28.05.2023,28,dim.,"27739,40",50
29.05.2023,29,lun.,"27698,20",52
30.05.2023,30,mar.,"27216,10",51
31.05.2023,31,mer.,"26819,00",51
01.06.2023,1,jeu.,"27244,70",52
02.06.2023,2,ven.,"27072,00",50
03.06.2023,3,sam.,"27122,30",53
04.06.2023,4,dim.,"25747,40",52
05.06.2023,5,lun.,"27230,20",53
06.06.2023,6,mar.,"26342,50",44
07.06.2023,7,mer.,"26501,10",53
08.06.2023,8,jeu.,"26479,30",50
09.06.2023,9,ven.,"25844,00",50
10.06.2023,10,sam.,"25928,40",49
11.06.2023,11,dim.,"25906,80",47
12.06.2023,12,lun.,"25929,40",47
13.06.2023,13,mar.,"25129,50",45
14.06.2023,14,mer.,"25591,30",46
15.06.2023,15,jeu.,"26341,30",41
16.06.2023,16,ven.,"26515,00",47
17.06.2023,17,sam.,"26339,70",47
18.06.2023,18,dim.,"26845,90",49
19.06.2023,19,lun.,"28307,70",47
20.06.2023,20,mar.,"29996,90",49
21.06.2023,21,mer.,"29890,50",59
22.06.2023,22,jeu.,"30679,40",65
23.06.2023,23,ven.,"30533,60",65
24.06.2023,24,sam.,"30465,30",62
25.06.2023,25,dim.,"30267,00",64
26.06.2023,26,lun.,"30689,10",55
27.06.2023,27,mar.,"30078,60",59
28.06.2023,28,mer.,"30445,70",62
29.06.2023,29,jeu.,"30472,90",54
30.06.2023,30,ven.,"30586,80",56
01.07.2023,1,sam.,"30617,70",59
02.07.2023,2,dim.,"31151,30",63
03.07.2023,3,lun.,"30768,40",62
04.07.2023,4,mar.,"30512,80",64
05.07.2023,5,mer.,"29913,10",61
06.07.2023,6,jeu.,"30346,40",56
07.07.2023,7,ven.,"30288,80",55
08.07.2023,8,sam.,"30166,90",58
09.07.2023,9,dim.,"30415,30",55
10.07.2023,10,lun.,"30623,30",56
11.07.2023,11,mar.,"30387,30",57
12.07.2023,12,mer.,"31466,10",64
13.07.2023,13,jeu.,"30317,40",57
14.07.2023,14,ven.,"30291,40",60
15.07.2023,15,sam.,"30235,50",56
16.07.2023,16,dim.,"30139,70",57
17.07.2023,17,lun.,"29866,80",54
18.07.2023,18,mar.,"29909,70",56
19.07.2023,19,mer.,"29801,00",50
20.07.2023,20,jeu.,"29903,10",56
21.07.2023,21,ven.,"29788,90",50
22.07.2023,22,sam.,"30085,90",52
23.07.2023,23,dim.,"29178,10",54
24.07.2023,24,lun.,"29228,60",55
25.07.2023,25,mar.,"29352,20",50
26.07.2023,26,mer.,"29222,70",51
27.07.2023,27,jeu.,"29315,00",51
28.07.2023,28,ven.,"29353,50",52
29.07.2023,29,sam.,"29281,70",52
30.07.2023,30,dim.,"29232,40",52
31.07.2023,31,lun.,"29712,20",50
01.08.2023,1,mar.,"29173,70",53
02.08.2023,2,mer.,"29189,30",53
03.08.2023,3,jeu.,"29105,50",52
04.08.2023,4,ven.,"29068,10",54
05.08.2023,5,sam.,"29081,30",50
06.08.2023,6,dim.,"29204,20",49
07.08.2023,7,lun.,"29777,40",49
08.08.2023,8,mar.,"29578,00",54
09.08.2023,9,mer.,"29449,00",50
10.08.2023,10,jeu.,"29420,80",53
11.08.2023,11,ven.,"29428,20",51
12.08.2023,12,sam.,"29300,10",54
13.08.2023,13,dim.,"29426,70",54
14.08.2023,14,lun.,"29195,30",50
15.08.2023,15,mar.,"28726,30",53
16.08.2023,16,mer.,"26635,70",52
17.08.2023,17,jeu.,"26053,20",50
18.08.2023,18,ven.,"26099,40",37
19.08.2023,19,sam.,"26190,80",39
20.08.2023,20,dim.,"26126,00",37
21.08.2023,21,lun.,"26039,90",38
22.08.2023,22,mar.,"26436,20",37
23.08.2023,23,mer.,"26177,00",37
24.08.2023,24,jeu.,"26057,20",41
25.08.2023,25,ven.,"26017,10",39
26.08.2023,26,sam.,"26100,60",38
27.08.2023,27,dim.,"26118,90",38
28.08.2023,28,lun.,"27723,90",39
29.08.2023,29,mar.,"27298,80",39
30.08.2023,30,mer.,"25937,30",49
31.08.2023,31,jeu.,"25803,20",52
01.09.2023,1,ven.,"25869,70",40
02.09.2023,2,sam.,"25971,00",39
03.09.2023,3,dim.,"25823,30",40
04.09.2023,4,lun.,"25790,20",40
05.09.2023,5,mar.,"25758,00",40
06.09.2023,6,mer.,"26249,80",42
07.09.2023,7,jeu.,"25909,50",41
08.09.2023,8,ven.,"25901,10",46
09.09.2023,9,sam.,"25840,20",41
10.09.2023,10,dim.,"25166,40",40
11.09.2023,11,lun.,"25834,50",40
12.09.2023,12,mar.,"26223,00",30
13.09.2023,13,mer.,"26524,70",41
14.09.2023,14,jeu.,"26601,00",45
15.09.2023,15,ven.,"26562,00",45
16.09.2023,16,sam.,"26529,10",43
17.09.2023,17,dim.,"26763,50",46
18.09.2023,18,lun.,"27209,20",46
19.09.2023,19,mar.,"27125,00",46
20.09.2023,20,mer.,"26570,00",47
21.09.2023,21,jeu.,"26581,90",47
22.09.2023,22,ven.,"26579,20",43
23.09.2023,23,sam.,"26251,50",47
24.09.2023,24,dim.,"26302,70",44
25.09.2023,25,lun.,"26218,90",47
26.09.2023,26,mar.,"26366,10",46
27.09.2023,27,mer.,"27022,60",44
28.09.2023,28,jeu.,"26909,80",46
29.09.2023,29,ven.,"26962,70",48
30.09.2023,30,sam.,"27974,50",47
01.10.2023,1,dim.,"27505,30",48
02.10.2023,2,lun.,"27428,40",50
03.10.2023,3,mar.,"27790,90",50
04.10.2023,4,mer.,"27410,30",49
05.10.2023,5,jeu.,"27936,90",48
06.10.2023,6,ven.,"27961,10",50
07.10.2023,7,sam.,"27922,70",49
08.10.2023,8,dim.,"27581,40",50
09.10.2023,9,lun.,"27391,00",50
10.10.2023,10,mar.,"26876,60",50
11.10.2023,11,mer.,"26761,10",47
12.10.2023,12,jeu.,"26863,50",45
13.10.2023,13,ven.,"26852,80",44
14.10.2023,14,sam.,"27161,20",47
15.10.2023,15,dim.,"28509,70",45
16.10.2023,16,lun.,"28403,60",47
17.10.2023,17,mar.,"28321,70",52
18.10.2023,18,mer.,"28723,00",50
19.10.2023,19,jeu.,"29674,50",52
20.10.2023,20,ven.,"29912,90",53
21.10.2023,21,sam.,"29984,20",63
22.10.2023,22,dim.,"33041,80",53
23.10.2023,23,lun.,"33917,00",53
24.10.2023,24,mar.,"34496,80",66
25.10.2023,25,mer.,"34153,70",72
26.10.2023,26,jeu.,"33901,80",71
27.10.2023,27,ven.,"34082,60",70
28.10.2023,28,sam.,"34526,70",65
29.10.2023,29,dim.,"34477,90",72
30.10.2023,30,lun.,"34650,60",68
31.10.2023,31,mar.,"35423,80",66
01.11.2023,1,mer.,"34931,40",66
02.11.2023,2,jeu.,"34718,70",72
03.11.2023,3,ven.,"35065,80",65
04.11.2023,4,sam.,"35019,40",68
05.11.2023,5,dim.,"35042,00",70
06.11.2023,6,lun.,"35426,10",74
07.11.2023,7,mar.,"35636,90",68
08.11.2023,8,mer.,"36700,50",66
09.11.2023,9,jeu.,"37303,00",69
10.11.2023,10,ven.,"37150,50",70
11.11.2023,11,sam.,"37064,40",70
12.11.2023,12,dim.,"36478,30",73
13.11.2023,13,lun.,"35549,30",72
14.11.2023,14,mar.,"37874,90",69
15.11.2023,15,mer.,"36161,20",60
16.11.2023,16,jeu.,"36595,40",70
17.11.2023,17,ven.,"36568,60",63
18.11.2023,18,sam.,"37354,20",69
19.11.2023,19,dim.,"37454,10",66
20.11.2023,20,lun.,"35813,60",69
21.11.2023,21,mar.,"37410,80",71
22.11.2023,22,mer.,"37293,10",62
23.11.2023,23,jeu.,"37717,30",66
24.11.2023,24,ven.,"37787,00",66
25.11.2023,25,sam.,"37451,80",73
26.11.2023,26,dim.,"37248,60",73
27.11.2023,27,lun.,"37823,30",66
28.11.2023,28,mar.,"37855,50",68
29.11.2023,29,mer.,"37712,90",72
30.11.2023,30,jeu.,"38688,20",74
01.12.2023,1,ven.,"39458,40",71
02.12.2023,2,sam.,"39970,20",74
03.12.2023,3,dim.,"41987,80",73
04.12.2023,4,lun.,"44076,20",74
05.12.2023,5,mar.,"43776,30",75
06.12.2023,6,mer.,"43289,70",72
07.12.2023,7,jeu.,"44175,50",72
08.12.2023,8,ven.,"43718,40",72
09.12.2023,9,sam.,"43791,00",73
10.12.2023,10,dim.,"41256,10",74
11.12.2023,11,lun.,"41487,00",74
12.12.2023,12,mar.,"42884,50",67
13.12.2023,13,mer.,"43025,90",65
14.12.2023,14,jeu.,"41929,00",72
15.12.2023,15,ven.,"42271,70",70
16.12.2023,16,sam.,"41368,70",67
17.12.2023,17,dim.,"42659,70",73
18.12.2023,18,lun.,"42259,30",65
19.12.2023,19,mar.,"43662,80",73
20.12.2023,20,mer.,"43865,90",74
21.12.2023,21,jeu.,"43968,90",70
22.12.2023,22,ven.,"43710,40",74
23.12.2023,23,sam.,"42981,50",70
24.12.2023,24,dim.,"43578,50",71
25.12.2023,25,lun.,"42513,30",73
26.12.2023,26,mar.,"43446,50",71
27.12.2023,27,mer.,"42581,10",73
28.12.2023,28,jeu.,"42072,40",73
29.12.2023,29,ven.,"42136,70",65
30.12.2023,30,sam.,"42272,50",68
31.12.2023,31,dim.,"44183,40",67
01.01.2024,1,lun.,"44943,70",65
02.01.2024,2,mar.,"42836,10",71
03.01.2024,3,mer.,"44157,00",70
04.01.2024,4,jeu.,"44156,90",68
05.01.2024,5,ven.,"43967,90",72
06.01.2024,6,sam.,"43927,30",70
07.01.2024,7,dim.,"46962,20",71
08.01.2024,8,lun.,"46129,00",71
09.01.2024,9,mar.,"46629,30",76
10.01.2024,10,mer.,"46348,20",73
11.01.2024,11,jeu.,"42835,90",76
12.01.2024,12,ven.,"42851,30",71
13.01.2024,13,sam.,"41746,10",64
14.01.2024,14,dim.,"42510,70",60
15.01.2024,15,lun.,"43145,50",52
16.01.2024,16,mar.,"42768,70",64
17.01.2024,17,mer.,"41292,70",60
18.01.2024,18,jeu.,"41648,00",63
19.01.2024,19,ven.,"41695,40",51
20.01.2024,20,sam.,"41583,20",52
21.01.2024,21,dim.,"39556,40",56
22.01.2024,22,lun.,"39888,80",55
23.01.2024,23,mar.,"40086,00",50
24.01.2024,24,mer.,"39935,70",48
25.01.2024,25,jeu.,"41811,30",52
26.01.2024,26,ven.,"42120,90",49
27.01.2024,27,sam.,"42030,70",55
28.01.2024,28,dim.,"43299,80",54
29.01.2024,29,lun.,"42946,20",55
30.01.2024,30,mar.,"42580,50",61
31.01.2024,31,mer.,"43081,40",60
01.02.2024,1,jeu.,"43194,70",63
02.02.2024,2,ven.,"43005,70",63
03.02.2024,3,sam.,"42581,40",60
04.02.2024,4,dim.,"42697,20",60
05.02.2024,5,lun.,"43087,70",60
06.02.2024,6,mar.,"44339,80",64
07.02.2024,7,mer.,"45293,30",62
08.02.2024,8,jeu.,"47127,50",66
09.02.2024,9,ven.,"47758,20",72
10.02.2024,10,sam.,"48277,30",74
11.02.2024,11,dim.,"49941,30",71
12.02.2024,12,lun.,"49716,00",70
13.02.2024,13,mar.,"51782,40",79
14.02.2024,14,mer.,"51901,30",74
15.02.2024,15,jeu.,"52134,20",72
16.02.2024,16,ven.,"51646,00",72
17.02.2024,17,sam.,"52117,50",76
18.02.2024,18,dim.,"51783,60",72
19.02.2024,19,lun.,"52263,50",75
20.02.2024,20,mar.,"51858,20",72
21.02.2024,21,mer.,"51320,40",78
22.02.2024,22,jeu.,"50740,50",74
23.02.2024,23,ven.,"51571,60",76
24.02.2024,24,sam.,"51722,70",72
25.02.2024,25,dim.,"54495,10",74
26.02.2024,26,lun.,"57056,20",72
27.02.2024,27,mar.,"62467,60",79
28.02.2024,28,mer.,"61169,30",82
29.02.2024,29,jeu.,"62397,70",80
01.03.2024,1,ven.,"61994,50",80
02.03.2024,2,sam.,"63135,80",80
03.03.2024,3,dim.,"68270,10",83
04.03.2024,4,lun.,"63792,60",82
05.03.2024,5,mar.,"66080,40",90
06.03.2024,6,mer.,"66855,30",75
07.03.2024,7,jeu.,"68172,00",82
08.03.2024,8,ven.,"68366,50",81
09.03.2024,9,sam.,"68964,80",84
10.03.2024,10,dim.,"72099,10",79
11.03.2024,11,lun.,"71470,20",82
12.03.2024,12,mar.,"73066,30",81
13.03.2024,13,mer.,"71387,50",81
14.03.2024,14,jeu.,"69463,70",88
15.03.2024,15,ven.,"65314,20",83
16.03.2024,16,sam.,"68391,20",81
17.03.2024,17,dim.,"67594,10",79
18.03.2024,18,lun.,"62050,00",77
19.03.2024,19,mar.,"67854,00",79
20.03.2024,20,mer.,"65503,80",74
21.03.2024,21,jeu.,"63785,50",78
22.03.2024,22,ven.,"64037,80",75
23.03.2024,23,sam.,"67211,90",73
24.03.2024,24,dim.,"69892,00",74
25.03.2024,25,lun.,"69999,30",75
26.03.2024,26,mar.,"69442,40",81
27.03.2024,27,mer.,"70762,10",83
28.03.2024,28,jeu.,"69871,70",80
29.03.2024,29,ven.,"69611,50",79
30.03.2024,30,sam.,"71332,00",75
31.03.2024,31,dim.,"69664,40",75
01.04.2024,1,lun.,"65439,20",79
02.04.2024,2,mar.,"65963,00",79
03.04.2024,3,mer.,"68496,50",71
04.04.2024,4,jeu.,"67830,60",70
05.04.2024,5,ven.,"68890,60",79
06.04.2024,6,sam.,"69360,40",75
07.04.2024,7,dim.,"71630,10",78
08.04.2024,8,lun.,"69148,00",76
09.04.2024,9,mar.,"70622,10",80
10.04.2024,10,mer.,"70011,60",78
11.04.2024,11,jeu.,"67151,90",76
12.04.2024,12,ven.,"63849,90",79
13.04.2024,13,sam.,"65697,40",72
14.04.2024,14,dim.,"63411,90",72
15.04.2024,15,lun.,"63805,30",74
16.04.2024,16,mar.,"61278,90",65
17.04.2024,17,mer.,"63481,40",67
18.04.2024,18,jeu.,"63799,10",57
19.04.2024,19,ven.,"64961,10",66
20.04.2024,20,sam.,"64940,20",66
21.04.2024,21,dim.,"66829,30",72
22.04.2024,22,lun.,"66415,00",73
23.04.2024,23,mar.,"64285,70",71
24.04.2024,24,mer.,"64497,10",72
25.04.2024,25,jeu.,"63766,40",72
26.04.2024,26,ven.,"63456,80",70
27.04.2024,27,sam.,"63109,70",67
28.04.2024,28,dim.,"63860,10",65
29.04.2024,29,lun.,"60666,60",67
30.04.2024,30,mar.,"58331,20",67
01.05.2024,1,mer.,"59121,30",54
02.05.2024,2,jeu.,"62877,50",43
03.05.2024,3,ven.,"63888,30",48
04.05.2024,4,sam.,"64006,40",67
05.05.2024,5,dim.,"63163,10",69
06.05.2024,6,lun.,"62317,70",71
07.05.2024,7,mar.,"61207,50",68
08.05.2024,8,mer.,"63075,00",64
09.05.2024,9,jeu.,"60796,90",55
10.05.2024,10,ven.,"60826,60",66
11.05.2024,11,sam.,"61480,00",53
12.05.2024,12,dim.,"62937,20",56
13.05.2024,13,lun.,"61569,40",57
14.05.2024,14,mar.,"66225,10",66
15.05.2024,15,mer.,"65231,00",64
16.05.2024,16,jeu.,"67036,80",70
17.05.2024,17,ven.,"66917,50",74
18.05.2024,18,sam.,"66279,10",73
19.05.2024,19,dim.,"71422,70",72
20.05.2024,20,lun.,"70139,90",70
21.05.2024,21,mar.,"69155,40",76
22.05.2024,22,mer.,"67975,70",76
23.05.2024,23,jeu.,"68547,60",76
24.05.2024,24,ven.,"69284,40",74
25.05.2024,25,sam.,"68514,80",76
26.05.2024,26,dim.,"69428,70",75
27.05.2024,27,lun.,"68366,00",74
28.05.2024,28,mar.,"67635,80",72
29.05.2024,29,mer.,"68354,70",72
30.05.2024,30,jeu.,"67530,10",73
31.05.2024,31,ven.,"67760,80",73
01.06.2024,1,sam.,"67773,50",72
02.06.2024,2,dim.,"68807,80",73
03.06.2024,3,lun.,"70549,20",73
04.06.2024,4,mar.,"71083,70",73
05.06.2024,5,mer.,"70791,50",75
06.06.2024,6,jeu.,"69347,90",78
07.06.2024,7,ven.,"69310,10",77
08.06.2024,8,sam.,"69650,60",72
09.06.2024,9,dim.,"69538,20",75
10.06.2024,10,lun.,"67319,80",72
11.06.2024,11,mar.,"68260,10",74
12.06.2024,12,mer.,"66773,10",72
13.06.2024,13,jeu.,"66034,80",70
14.06.2024,14,ven.,"66223,00",74
15.06.2024,15,sam.,"66674,70",74
16.06.2024,16,dim.,"66498,80",71
17.06.2024,17,lun.,"65159,90",71
18.06.2024,18,mar.,"64980,90",74
19.06.2024,19,mer.,"64854,30",64
20.06.2024,20,jeu.,"64128,50",60
21.06.2024,21,ven.,"64261,00",63
22.06.2024,22,sam.,"63196,20",53
23.06.2024,23,dim.,"60292,70",55
24.06.2024,24,lun.,"61809,40",51
25.06.2024,25,mar.,"60849,40",30
26.06.2024,26,mer.,"61685,30",46
27.06.2024,27,jeu.,"60403,30",40
28.06.2024,28,ven.,"60973,40",47
29.06.2024,29,sam.,"62754,30",30
30.06.2024,30,dim.,"62890,10",47
01.07.2024,1,lun.,"62103,30",53
02.07.2024,2,mar.,"60199,30",51
03.07.2024,3,mer.,"57026,30",50
04.07.2024,4,jeu.,"56641,80",44
05.07.2024,5,ven.,"58259,20",29
06.07.2024,6,sam.,"55861,10",26
07.07.2024,7,dim.,"56724,70",29
08.07.2024,8,lun.,"58039,40",28
09.07.2024,9,mar.,"57746,70",27
10.07.2024,10,mer.,"57337,30",28
11.07.2024,11,jeu.,"57885,10",29
12.07.2024,12,ven.,"59209,80",25
13.07.2024,13,sam.,"60794,90",25
14.07.2024,14,dim.,"64782,40",33
15.07.2024,15,lun.,"65049,70",52
16.07.2024,16,mar.,"64089,20",65
17.07.2024,17,mer.,"63980,50",69
18.07.2024,18,jeu.,"66677,40",61
19.07.2024,19,ven.,"67148,50",60
20.07.2024,20,sam.,"68158,70",74
21.07.2024,21,dim.,"67553,60",74
22.07.2024,22,lun.,"65937,80",70
23.07.2024,23,mar.,"65370,50",71
24.07.2024,24,mer.,"65799,30",69
25.07.2024,25,jeu.,"67908,60",68
26.07.2024,26,ven.,"67843,10",68
27.07.2024,27,sam.,"68256,30",72
28.07.2024,28,dim.,"66798,70",71
29.07.2024,29,lun.,"66184,90",74
30.07.2024,30,mar.,"64626,00",67
31.07.2024,31,mer.,"65372,90",61
01.08.2024,1,jeu.,"61478,70",52
02.08.2024,2,ven.,"60696,70",57
03.08.2024,3,sam.,"58141,80",37
04.08.2024,4,dim.,"53979,00",34
05.08.2024,5,lun.,"56057,80",26
06.08.2024,6,mar.,"55120,90",17
07.08.2024,7,mer.,"61699,70",29
08.08.2024,8,jeu.,"60850,60",20
09.08.2024,9,ven.,"60931,70",48
10.08.2024,10,sam.,"58713,30",40
11.08.2024,11,dim.,"59350,00",39
12.08.2024,12,lun.,"60595,20",25
13.08.2024,13,mar.,"58707,80",31
14.08.2024,14,mer.,"57534,60",30
15.08.2024,15,jeu.,"58877,20",29
16.08.2024,16,ven.,"59483,10",27
17.08.2024,17,sam.,"58446,30",25
18.08.2024,18,dim.,"59470,90",31
19.08.2024,19,lun.,"59005,80",28
20.08.2024,20,mar.,"61158,10",30
21.08.2024,21,mer.,"60372,20",26
22.08.2024,22,jeu.,"64053,10",39
23.08.2024,23,ven.,"64159,30",34
24.08.2024,24,sam.,"64273,20",56
25.08.2024,25,dim.,"62846,20",54
26.08.2024,26,lun.,"59450,90",55
27.08.2024,27,mar.,"59016,00",48
28.08.2024,28,mer.,"59373,50",30
29.08.2024,29,jeu.,"59119,70",29
30.08.2024,30,ven.,"58978,60",34
31.08.2024,31,sam.,"57315,70",29
01.09.2024,1,dim.,"59134,00",26
02.09.2024,2,lun.,"57479,80",26
03.09.2024,3,mar.,"57973,40",26
04.09.2024,4,mer.,"56183,20",27
05.09.2024,5,jeu.,"53966,80",29
06.09.2024,6,ven.,"54156,50",22
07.09.2024,7,sam.,"54861,30",23
08.09.2024,8,dim.,"57049,60",29
09.09.2024,9,lun.,"57635,00",26
10.09.2024,10,mar.,"57338,70",33
11.09.2024,11,mer.,"58134,50",37
12.09.2024,12,jeu.,"60511,60",31
13.09.2024,13,ven.,"59995,40",32
14.09.2024,14,sam.,"59138,50",50
15.09.2024,15,dim.,"58213,10",51
16.09.2024,16,lun.,"60309,10",39
17.09.2024,17,mar.,"61757,60",33
18.09.2024,18,mer.,"62938,60",45
19.09.2024,19,jeu.,"63201,20",49
20.09.2024,20,ven.,"63348,10",54
21.09.2024,21,sam.,"63572,70",54
22.09.2024,22,dim.,"63331,80",52
23.09.2024,23,lun.,"64256,80",50
24.09.2024,24,mar.,"63156,50",54
25.09.2024,25,mer.,"65175,70",59
26.09.2024,26,jeu.,"65776,30",50
27.09.2024,27,ven.,"65866,50",61
28.09.2024,28,sam.,"65607,10",64
29.09.2024,29,dim.,"63339,20",63
30.09.2024,30,lun.,"60835,50",61
01.10.2024,1,mar.,"60645,70",50
02.10.2024,2,mer.,"60751,20",42
03.10.2024,3,jeu.,"62081,00",37
04.10.2024,4,ven.,"62061,40",41
05.10.2024,5,sam.,"62819,40",49
06.10.2024,6,dim.,"62245,60",50
07.10.2024,7,lun.,"62157,00",50
08.10.2024,8,mar.,"60628,80",49
09.10.2024,9,mer.,"60316,20",49
10.10.2024,10,jeu.,"62499,40",39
11.10.2024,11,ven.,"63205,10",32
12.10.2024,12,sam.,"62870,90",49
13.10.2024,13,dim.,"66081,70",50
14.10.2024,14,lun.,"67077,50",48
15.10.2024,15,mar.,"67617,90",65
16.10.2024,16,mer.,"67418,40",73
17.10.2024,17,jeu.,"68423,10",71
18.10.2024,18,ven.,"68372,00",73
19.10.2024,19,sam.,"69030,50",72
20.10.2024,20,dim.,"67371,30",73
21.10.2024,21,lun.,"67427,30",72
22.10.2024,22,mar.,"66663,70",70
23.10.2024,23,mer.,"68191,50",71
24.10.2024,24,jeu.,"66696,80",69
25.10.2024,25,ven.,"67086,80",72
27.10.2024,27,dim.,"68004,60",74
28.10.2024,28,lun.,"69954,10",72
29.10.2024,29,mar.,"72730,40",72
30.10.2024,30,mer.,"72347,80",77
31.10.2024,31,jeu.,"70281,80",77
01.11.2024,1,ven.,"69507,20",75
02.11.2024,2,sam.,"69325,80",72
03.11.2024,3,dim.,"68769,60",74
04.11.2024,4,lun.,"67848,80",70
05.11.2024,5,mar.,"69373,70",70
06.11.2024,6,mer.,"75586,30",70
07.11.2024,7,jeu.,"75868,60",77
08.11.2024,8,ven.,"76517,30",75
09.11.2024,9,sam.,"76700,30",75
10.11.2024,10,dim.,"80388,50",78
11.11.2024,11,lun.,"88664,10",76
12.11.2024,12,mar.,"87941,30",80
13.11.2024,13,mer.,"90422,20",84
14.11.2024,14,jeu.,"87294,00",88
15.11.2024,15,ven.,"91046,50",80
16.11.2024,16,sam.,"90539,10",86
17.11.2024,17,dim.,"89833,70",90
18.11.2024,18,lun.,"90478,70",83
19.11.2024,19,mar.,"92239,20",90
20.11.2024,20,mer.,"94303,90",83
21.11.2024,21,jeu.,"98374,50",82
22.11.2024,22,ven.,"98929,70",94
23.11.2024,23,sam.,"97699,00",93
24.11.2024,24,dim.,"97935,20",80
25.11.2024,25,lun.,"93064,40",82
26.11.2024,26,mar.,"91977,60",79
27.11.2024,27,mer.,"95886,60",75
28.11.2024,28,jeu.,"95645,50",77
29.11.2024,29,ven.,"97438,00",78
